newname,Unnamed: 0,0,1,2,3,4
美世佳,18,美世佳餐饮管理有限公司,山东省,青岛市,市南区,费县路1号-乙
同聚源,19,青岛同聚源餐饮管理有限公司,山东省,青岛市,黄岛区,创业路附近
乡田居,20,青岛乡田居餐饮管理有限公司,山东省,青岛市,即墨区,烟青路258号
鑫复盛,21,青岛鑫复盛餐饮管理有限公司,山东省,青岛市,城阳区,青威路407-29号
源润盛,22,青岛源润盛餐饮管理有限公司,山东省,青岛市,市北区,台柳路和达中心城B座
牛宴瀚海club,23,青岛牛宴餐饮管理有限公司(瀚海club),山东省,青岛市,市北区,利津路滨县路59号(利津路小商品批发市场)
名躬望远,24,青岛名躬望远餐饮管理有限公司,山东省,青岛市,崂山区,海尔路63号-1号02网点
爵士牛排延安二路店,0,爵士牛排(延安二路店),山东省,青岛市,市北区,菜市二路27-1
爵士牛排和兴路店,1,爵士牛排(和兴路店),山东省,青岛市,市北区,和兴路59号万佳广场一层门店(近大家乐KTV)
爵士牛排西餐厅,2,爵士牛排西餐厅,山东省,青岛市,市北区,北上清路4号爵士牛排
爵士牛排利群店,3,爵士牛排(利群店),山东省,青岛市,城阳区,正阳中路155号利群商厦西侧
爵士牛排上马晶岳广场店,4,爵士牛排(上马晶岳广场店),山东省,青岛市,城阳区,岙东中路80号晶岳广场三楼
爵士牛排西餐厅东方城店,5,爵士牛排西餐厅(东方城店),山东省,青岛市,城阳区,黑龙江路2111号青岛东方城购物中心4层
爵士牛排合肥路佳世客店,6,爵士牛排(合肥路佳世客店),山东省,青岛市,市北区,合肥路672号永旺广场3层
爵士牛排莱西总店,7,爵士牛排(莱西总店),山东省,青岛市,莱西市,利群商场1层
金爵士牛排,8,金爵士牛排,山东省,青岛市,城阳区,春阳路165号附近
金爵士西餐厅,9,金爵士西餐厅,山东省,青岛市,城阳区,春阳路139号(大润发东门)
汤姆家的牛排西餐厅金狮广场店,10,汤姆家的牛排西餐厅(金狮广场店),山东省,青岛市,崂山区,中韩街道香港中路195号乙金狮广场3楼L3-3950
琴岛顺天馄饨街店,11,琴岛顺天馄饨(婚纱街店),山东省,青岛市,市北区,菜市二路25号近爵士牛排
张记老土屋涮肚,12,张记老土屋涮肚,山东省,青岛市,城阳区,春阳路大润发东门对面(爵士牛排旁)
遇上缘过桥米线,13,遇上缘过桥米线,山东省,青岛市,市北区,菜市二路23号(爵士牛排旁)
田田凉皮,14,田田凉皮,山东省,青岛市,市北区,菜市二路23号(爵士牛排前行20米)
排骨米饭,15,排骨米饭,山东省,青岛市,城阳区,和阳路351号
塞罗城阳宝龙广场店,16,塞罗娜(城阳宝龙广场店),山东省,青岛市,城阳区,文阳路1008号
亿家欢火锅,0,亿家欢火锅,山东省,青岛市,崂山区,劲松七路851号鲁信含章花园底15号网点
善苜村文化,0,青岛善苜村餐饮文化管理有限公司,山东省,青岛市,市南区,旺角大厦12
东美食品,1,青岛市东美食品有限公司,山东省,青岛市,平度市,南村镇三城路青岛天祥食品集团西北
欧尚1分钟空调餐厅,2,欧尚1分钟(空调公司餐厅),山东省,青岛市,平度市,南村海信信息产业园空调公司餐厅后门
欧尚1分钟冰箱大餐厅,3,欧尚1分钟(冰箱公司大餐厅),山东省,青岛市,平度市,南村海信信息产业园冰箱公司大餐厅门口
环球南餐厅,4,环球南餐厅,山东省,青岛市,平度市,南村镇友谊大道青岛龙力生物工业园西
肯德基惜福DT店,5,肯德基(惜福DT店),山东省,青岛市,城阳区,惜福镇正阳东路329号
王计新派火锅料理,0,王计新派火锅料理,山东省,青岛市,城阳区,流亭街道渤海湾花园A座2号楼101号网点
金烹园,0,青岛金烹园餐饮管理有限公司,山东省,青岛市,城阳区,正阳路205号海都国际
igloo西餐吧,0,igloo西餐吧,山东省,青岛市,黄岛区,漓江西路海上嘉年华澳乐购X区D112海极星滑冰世界东侧50米
好圣道自助烤肉涮,0,好圣道自助烤肉涮,山东省,青岛市,黄岛区,[]
好圣道自助烤肉涮黄岛店,1,好圣道自助烤肉涮(黄岛店),山东省,青岛市,黄岛区,海南岛路47号(黄岛三中旁)
好圣道自助烤肉涮香江路分店,2,好圣道自助烤肉涮(香江路分店),山东省,青岛市,黄岛区,香江路42号
好圣道炭火烤肉,3,好圣道炭火烤肉,山东省,青岛市,黄岛区,武夷山路654号
好圣道自助牛排烤肉涮嘉陵江西路店,4,好圣道自助牛排烤肉涮(嘉陵江西路店),山东省,青岛市,黄岛区,嘉陵江西路373号
阿甘婆麻辣烫,0,阿甘婆麻辣烫,山东省,青岛市,即墨区,龙泉河四路龙泉旅馆东南200米
阿甘婆骨汤麻辣烫创业园二楼店,1,阿甘婆骨汤麻辣烫(创业园二楼店),山东省,青岛市,城阳区,丰海路51号求实学院美食街2楼
阿甘婆麻辣烫胶州新源店,2,阿甘婆麻辣烫(胶州新源店),山东省,青岛市,胶州市,苏州路新源超市北门东侧
阿甘婆麻辣烫向阳市场店,3,阿甘婆麻辣烫(向阳市场店),山东省,青岛市,胶州市,兖州路23号
安帮,0,青岛安帮餐饮管理有限公司,山东省,青岛市,城阳区,夏庄街道景安路中端
娃娃私厨,0,青岛娃娃私厨餐饮有限公司,山东省,青岛市,市南区,云霄路35号附近
青淮园淮南牛肉汤,0,青淮园淮南牛肉汤,山东省,青岛市,市北区,姜沟路16号
华益德包装制品,0,青岛华益德包装制品有限公司,山东省,青岛市,即墨区,嵩山三路878号附近
天天阳光,1,青岛天天阳光餐饮管理有限公司,山东省,青岛市,崂山区,中韩株洲路122号
华益德护养院,2,华益德护养院,山东省,青岛市,即墨区,潮海街道即墨区开发区鹤山路1号
市北华益德诊所,3,市北华益德诊所,山东省,青岛市,市北区,北内蒙古路35号戊
华益德护养院南门,4,华益德护养院(南门),山东省,青岛市,即墨区,鹤山路1号附近
华益德北港,5,华益德北港门诊部,山东省,青岛市,黄岛区,昆仑山南路(安德房产西60米)
德润华益商店,6,德润华益商店,山东省,青岛市,崂山区,崂山景区旅游专用路南150米
爱得帮厨芝士焗饭,7,爱得帮厨芝士焗饭,山东省,青岛市,市南区,徐州路9号丁
金乐福火锅,0,金乐福火锅,山东省,青岛市,即墨区,蓝鳌路1255-7号
金乐福涮烤民和家园南,1,金乐福涮烤(民和家园南),山东省,青岛市,即墨区,后疃村朝阳路南
金乐福涮烤七分店,2,金乐福涮烤(七分店),山东省,青岛市,即墨区,嵩山一路与文化路交汇处南行200米路西
金乐福火锅田横分店,3,金乐福火锅(田横分店),山东省,青岛市,即墨区,603省道西50米
金乐福涮烤南泉店,4,金乐福涮烤(南泉店),山东省,青岛市,即墨区,兴泉一路与309省道交叉口南100米
金乐福火锅小韩村店,5,金乐福火锅(小韩村店),山东省,青岛市,即墨区,长江一路小韩村1069号
金乐福火锅岘山店,6,金乐福火锅(岘山店),山东省,青岛市,即墨区,长江一路
金乐福涮烤六分店,7,金乐福涮烤(六分店),山东省,青岛市,即墨区,鹤山路与嵩山一路路口南100米312号
金乐福涮烤二分店,8,金乐福涮烤(二分店),山东省,青岛市,即墨区,泰山一路288号附近
金乐福涮烤八分店,9,金乐福涮烤(八分店),山东省,青岛市,即墨区,文化路890号(即发阳光城北门西200米路北)
金乐福涮烤第10分店,10,金乐福涮烤(第10分店),山东省,青岛市,即墨区,温泉街道海泉路
金乐福涮烤,11,金乐福涮烤,山东省,青岛市,即墨区,新兴街与麒麟路交叉口南150米附近
金乐福旗舰店,12,金乐福旗舰店,山东省,青岛市,即墨区,泰山一路458号
金乐福涮烤火锅烧烤启翰苑店,13,金乐福涮烤火锅烧烤(启翰苑店),山东省,青岛市,即墨区,潮海街道办事处黄河三路188-10号
福源阁,14,福源阁,山东省,青岛市,即墨区,大同村委旁
金丽兴涮烤,15,金丽兴涮烤,山东省,青岛市,即墨区,后庵新艺小区一排七号一层
金毓厨,0,青岛金毓厨餐饮管理有限公司,山东省,青岛市,市北区,[]
喜爱屋,0,喜爱屋,山东省,青岛市,胶州市,杭州路109号附近
喜爱快餐厅,1,喜爱快餐厅,山东省,青岛市,城阳区,长城南路6号首创空港中心3号楼
江边诱惑川菜馆庐山路店,2,江边诱惑川菜馆(庐山路店),山东省,青岛市,黄岛区,庐山路153号
长喜爱水果捞,3,长喜爱水果捞,山东省,青岛市,李沧区,九水东路584-6号院内D-4号
郑庄脂渣李村店,4,郑庄脂渣(李村店),山东省,青岛市,李沧区,九水东路182-6号
九龙餐厅河南路店,5,九龙餐厅(河南路店),山东省,青岛市,市南区,河南路76号
土豪餐厅李沧万达店,6,土豪餐厅(李沧万达店),山东省,青岛市,李沧区,巨峰路与南崂路交界处万达广场1号门旁
冬不拉餐厅武夷山路,7,冬不拉餐厅(武夷山路),山东省,青岛市,黄岛区,武夷山路604-1号
俏三湘湖南菜馆闽江路店,8,俏三湘湖南菜馆(闽江路店),山东省,青岛市,市南区,闽江路109号丙
什么餐馆曲阜路店,9,什么餐馆(曲阜路店),山东省,青岛市,市南区,"曲阜路14号甲(近中山路,无名小吃旁)"
俏胶东小海鲜,10,俏胶东小海鲜,山东省,青岛市,市南区,漳州路116号(近漳州二路)
来之顺海鲜菜馆湖北路店,11,来之顺海鲜菜馆(湖北路店),山东省,青岛市,市南区,湖北路14号
阿辣正传时尚火锅阿里山路店装修中,12,阿辣正传时尚火锅(阿里山路店)(装修中),山东省,青岛市,黄岛区,阿里山路199号(香江路小学东侧)
汉巴味德巴西烤肉宝龙店,13,汉巴味德巴西烤肉(宝龙店),山东省,青岛市,李沧区,九水路227号宝龙城市广场4层4002
山沟沟全羊炒鸡海鲜大排档长沙路店,14,山沟沟全羊炒鸡海鲜大排档(长沙路店),山东省,青岛市,市北区,长沙路82-2号
粥全粥到家常菜馆瞿塘峡路店,15,粥全粥到家常菜馆(瞿塘峡路店),山东省,青岛市,市南区,南区瞿塘峡路52号(近明月峡路)
华春餐馆,16,华春餐馆,山东省,青岛市,市南区,鱼山路20号甲(近福山路)
御社板前寿司台东总店,17,御社板前寿司(台东总店),山东省,青岛市,市北区,桑梓路9号(近五星电器)
川外川市场一路店,18,川外川(市场一路店),山东省,青岛市,市北区,市场一路20号
前海沿证大大拇指店,19,前海沿(证大大拇指店),山东省,青岛市,崂山区,海尔路与同安路交界大拇指广场4层(近海尔路同安路)
鑫丰林酒店,0,鑫丰林酒店,山东省,青岛市,即墨区,鹤山路与莱青路交叉口东北1000米
斯麦尔餐饮店,0,青岛斯麦尔餐饮店,山东省,青岛市,城阳区,硕阳路未来星艺术幼儿园
三信友友原汤牛肉粉浮山后店,0,三信友友原汤牛肉粉(浮山后店),山东省,青岛市,市北区,裕环路184号3单元001户
友友原汤牛肉粉商丘路店,1,友友原汤牛肉粉(商丘路店),山东省,青岛市,市北区,商丘路29号丙(海琴广场附近)
友友原汤牛肉粉平安路店,2,友友原汤牛肉粉(平安路店),山东省,青岛市,市北区,平安路24乙-5号
友友牛肉粉上海路店,3,友友牛肉粉(上海路店),山东省,青岛市,市北区,城阳路12号(市立医院东门对面)
海兰苑美食广场,0,海兰苑美食广场,山东省,青岛市,城阳区,209省道西100米
海兰星音乐餐厅,1,海兰星音乐餐厅,山东省,青岛市,黄岛区,珠海东路201-3号
海兰大酒店,2,海兰大酒店,山东省,青岛市,城阳区,兴阳路251号
海兰江民俗宫,3,海兰江民俗宫,山东省,青岛市,城阳区,兴阳路247号
南京小笼包,4,南京小笼包,山东省,青岛市,城阳区,农大西苑海兰苑美食广场
红海兰湾大酒店,5,红海兰湾大酒店,山东省,青岛市,城阳区,同顺路8号青岛网谷合心园10号楼
杰飞全羊馆,0,杰飞全羊馆,山东省,青岛市,平度市,胜利路37-1号附近
享寿司,0,享寿司,山东省,青岛市,城阳区,青威路407-8号桃源居西区22号楼底商
老金烤肉,0,老金烤肉,山东省,青岛市,城阳区,长城路89号万科广告产业园31号楼
老金意大利面,1,老金意大利面,山东省,青岛市,市南区,金坛支路23号
老金烧烤胶州店,2,老金烧烤(胶州店),山东省,青岛市,胶州市,广州南路与扬州东路交叉口东北150米佳乐家二楼
老金野馄饨,3,老金野馄饨,山东省,青岛市,黄岛区,[]
湖北老金麻辣烫,4,湖北老金麻辣烫,山东省,青岛市,即墨区,蓝鳌路南50米
栈桥老金1968面馆,5,栈桥老金1968面馆,山东省,青岛市,市南区,中山路12号一楼(发达商厦)
金阳苑全羊四流南路94号店,0,金阳苑全羊(四流南路94号店),山东省,青岛市,市北区,四流南路94-3号
味真园健康主题餐厅,0,味真园健康主题餐厅,山东省,青岛市,平度市,同康路25号
瑞天,0,瑞天餐饮管理有限公司,山东省,青岛市,黄岛区,长江中路银领汇都A座8层
PURE简纯,0,PURE简纯,山东省,青岛市,市南区,延安三路234号地下一层28号
田园春,0,田园春餐饮管理有限公司,山东省,青岛市,黄岛区,黄河东路77号20米左拐
青山爱碳火烤肉,0,青山爱碳火烤肉,山东省,青岛市,城阳区,长城路117-34号
双合园饺子大尧三路店,0,双合园饺子(大尧三路店),山东省,青岛市,市南区,大尧三路19号甲
船家渔延安三路店,1,船家渔(延安三路店),山东省,青岛市,市北区,延安三路67号(延安三路金狮宾馆)
书香人家,2,书香·人家,山东省,青岛市,黄岛区,渭河路917号科技大学内学者餐厅3层
清雅茶庄,0,清雅茶庄,山东省,青岛市,黄岛区,辛安街道抬头社区中心街银海美食府正对面
清雅臻品,1,清雅臻品,山东省,青岛市,崂山区,松岭路与天水路交汇处西400米路北
清雅小筑,2,清雅小筑,山东省,青岛市,平度市,海尔路118号
清雅闲居,3,清雅闲居,山东省,青岛市,市北区,台柳路218-127号附近
清雅绿园茶庄,4,清雅绿园茶庄,山东省,青岛市,市北区,佳木斯一路43号附近
兰州正宗清雅楼牛肉拉面,5,兰州正宗清雅楼牛肉拉面,山东省,青岛市,即墨区,移康路附近
清真清雅系列牛肉面,6,清真清雅系列牛肉面,山东省,青岛市,黄岛区,富春江路与武夷山路交叉口南150米
清雅当归牛肉面天台社区卫生服务站西,7,清雅当归牛肉面(天台社区卫生服务站西),山东省,青岛市,市南区,新田路1号(天台社区卫生服务站西)
清雅系列牛肉面流亭路店,8,清雅系列牛肉面(流亭路店),山东省,青岛市,市北区,"流亭路10号(近百脑汇,流亭路与青海路交叉口)"
清雅系列牛肉面辽宁路分店,9,清雅系列牛肉面(辽宁路分店),山东省,青岛市,市北区,辽宁路街道辽宁路63号
清雅系列牛肉面,10,清雅系列牛肉面,山东省,青岛市,李沧区,九水东路195号
清雅系列牛肉面,11,清雅系列牛肉面,山东省,青岛市,市南区,成武路16号
清雅系列牛肉面,12,清雅系列牛肉面,山东省,青岛市,市北区,杭州路169号
高家老字号清雅小菜馆,13,高家老字号清雅小菜馆,山东省,青岛市,市南区,云南路街道石村路21号
清雅小筑茶艺文化工作室,14,清雅小筑茶艺文化工作室,山东省,青岛市,平度市,平度外向型工业加工区海尔大道119号
